date,sku_id,units_sold,revenue,unit_price,promo_flag,category,subcategory,launch_date,unit_cost,list_price,week,month,season,is_holiday,promo_event,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-06-22,SKU0021,63,169878.24,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,25,6,Summer,0,,1181.0,1181.0,10.0,690.0
2025-06-23,SKU0021,42,113252.16,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,26,6,Summer,0,,640.0,0.0,10.0,690.0
2025-06-24,SKU0021,49,132127.52,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,26,6,Summer,0,,640.0,0.0,10.0,690.0
2025-06-25,SKU0021,49,132127.52,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,26,6,Summer,0,,640.0,0.0,10.0,690.0
2025-06-26,SKU0021,45,121341.6,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,26,6,Summer,0,,640.0,0.0,10.0,690.0
2025-06-27,SKU0021,53,142913.44,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,26,6,Summer,0,,640.0,0.0,10.0,690.0
2025-06-28,SKU0021,66,177967.68,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,26,6,Summer,0,,640.0,0.0,10.0,690.0
2025-06-29,SKU0021,53,142913.44,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,26,6,Summer,0,,640.0,0.0,10.0,690.0
2025-06-30,SKU0021,46,124038.08,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,27,6,Summer,0,,226.0,0.0,10.0,690.0
2025-07-01,SKU0021,32,86287.36,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,27,7,Summer,0,,226.0,0.0,10.0,690.0
2025-07-02,SKU0021,61,164485.28,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,27,7,Summer,0,,226.0,0.0,10.0,690.0
2025-07-03,SKU0021,59,159092.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,27,7,Summer,0,,226.0,0.0,10.0,690.0
2025-07-04,SKU0021,48,129431.04000000001,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,27,7,Summer,0,,226.0,0.0,10.0,690.0
2025-07-05,SKU0021,84,226504.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,27,7,Summer,0,,226.0,0.0,10.0,690.0
2025-07-06,SKU0021,50,134824.0,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,27,7,Summer,0,,226.0,0.0,10.0,690.0
2025-07-07,SKU0021,39,105162.72,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,28,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-08,SKU0021,36,97073.28,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,28,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-09,SKU0021,36,97073.28,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,28,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-10,SKU0021,51,137520.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,28,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-11,SKU0021,53,142913.44,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,28,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-12,SKU0021,57,153699.36000000002,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,28,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-13,SKU0021,48,129431.04000000001,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,28,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-14,SKU0021,56,151002.88,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,29,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-15,SKU0021,28,75501.44,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,29,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-16,SKU0021,22,59322.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,29,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-17,SKU0021,43,115948.64,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,29,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-18,SKU0021,47,126734.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,29,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-19,SKU0021,52,140216.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,29,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-20,SKU0021,54,145609.92,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,29,7,Summer,0,,0.0,0.0,10.0,690.0
2025-07-21,SKU0021,32,86287.36,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,30,7,Summer,0,,0.0,1088.0,10.0,690.0
2025-07-22,SKU0021,61,164485.28,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,30,7,Summer,0,,0.0,1088.0,10.0,690.0
2025-07-23,SKU0021,51,137520.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,30,7,Summer,0,,0.0,1088.0,10.0,690.0
2025-07-24,SKU0021,33,88983.84,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,30,7,Summer,0,,0.0,1088.0,10.0,690.0
2025-07-25,SKU0021,55,148306.4,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,30,7,Summer,0,,0.0,1088.0,10.0,690.0
2025-07-26,SKU0021,47,126734.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,30,7,Summer,0,,0.0,1088.0,10.0,690.0
2025-07-27,SKU0021,41,110555.68000000001,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,30,7,Summer,0,,0.0,1088.0,10.0,690.0
2025-07-28,SKU0021,42,113252.16,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,31,7,Summer,0,,0.0,1279.0,10.0,690.0
2025-07-29,SKU0021,36,97073.28,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,31,7,Summer,0,,0.0,1279.0,10.0,690.0
2025-07-30,SKU0021,31,83590.88,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,31,7,Summer,0,,0.0,1279.0,10.0,690.0
2025-07-31,SKU0021,37,99769.76,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,31,7,Summer,0,,0.0,1279.0,10.0,690.0
2025-08-01,SKU0021,43,115948.64,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,31,8,Summer,0,,0.0,1279.0,10.0,690.0
2025-08-02,SKU0021,54,145609.92,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,31,8,Summer,0,,0.0,1279.0,10.0,690.0
2025-08-03,SKU0021,45,121341.6,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,31,8,Summer,0,,0.0,1279.0,10.0,690.0
2025-08-04,SKU0021,33,88983.84,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,32,8,Summer,0,,1082.0,1082.0,10.0,690.0
2025-08-05,SKU0021,39,105162.72,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,32,8,Summer,0,,1082.0,1082.0,10.0,690.0
2025-08-06,SKU0021,50,134824.0,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,32,8,Summer,0,,1082.0,1082.0,10.0,690.0
2025-08-07,SKU0021,47,126734.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,32,8,Summer,0,,1082.0,1082.0,10.0,690.0
2025-08-08,SKU0021,41,110555.68000000001,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,32,8,Summer,0,,1082.0,1082.0,10.0,690.0
2025-08-09,SKU0021,38,102466.24,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,32,8,Summer,0,,1082.0,1082.0,10.0,690.0
2025-08-10,SKU0021,63,169878.24,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,32,8,Summer,0,,1082.0,1082.0,10.0,690.0
2025-08-11,SKU0021,38,102466.24,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,33,8,Summer,0,,778.0,0.0,10.0,690.0
2025-08-12,SKU0021,26,70108.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,33,8,Summer,0,,778.0,0.0,10.0,690.0
2025-08-13,SKU0021,50,134824.0,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,33,8,Summer,0,,778.0,0.0,10.0,690.0
2025-08-14,SKU0021,35,94376.8,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,33,8,Summer,0,,778.0,0.0,10.0,690.0
2025-08-15,SKU0021,62,167181.76,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,33,8,Summer,1,,778.0,0.0,10.0,690.0
2025-08-16,SKU0021,62,167181.76,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,33,8,Summer,0,,778.0,0.0,10.0,690.0
2025-08-17,SKU0021,33,88983.84,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,33,8,Summer,0,,778.0,0.0,10.0,690.0
2025-08-18,SKU0021,26,70108.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,34,8,Summer,0,,448.0,0.0,10.0,690.0
2025-08-19,SKU0021,45,121341.6,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,34,8,Summer,0,,448.0,0.0,10.0,690.0
2025-08-20,SKU0021,47,126734.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,34,8,Summer,0,,448.0,0.0,10.0,690.0
2025-08-21,SKU0021,28,75501.44,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,34,8,Summer,0,,448.0,0.0,10.0,690.0
2025-08-22,SKU0021,52,140216.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,34,8,Summer,0,,448.0,0.0,10.0,690.0
2025-08-23,SKU0021,51,137520.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,34,8,Summer,0,,448.0,0.0,10.0,690.0
2025-08-24,SKU0021,46,124038.08,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,34,8,Summer,0,,448.0,0.0,10.0,690.0
2025-08-25,SKU0021,34,91680.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,35,8,Summer,0,,190.0,0.0,10.0,690.0
2025-08-26,SKU0021,40,107859.2,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,35,8,Summer,0,,190.0,0.0,10.0,690.0
2025-08-27,SKU0021,37,99769.76,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,35,8,Summer,0,,190.0,0.0,10.0,690.0
2025-08-28,SKU0021,27,72804.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,35,8,Summer,0,,190.0,0.0,10.0,690.0
2025-08-29,SKU0021,46,124038.08,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,35,8,Summer,0,,190.0,0.0,10.0,690.0
2025-08-30,SKU0021,26,70108.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,35,8,Summer,0,,190.0,0.0,10.0,690.0
2025-08-31,SKU0021,34,91680.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,35,8,Summer,0,,190.0,0.0,10.0,690.0
2025-09-01,SKU0021,28,75501.44,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,36,9,Autumn,0,,1132.0,1132.0,10.0,690.0
2025-09-02,SKU0021,30,80894.4,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,36,9,Autumn,0,,1132.0,1132.0,10.0,690.0
2025-09-03,SKU0021,27,72804.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,36,9,Autumn,0,,1132.0,1132.0,10.0,690.0
2025-09-04,SKU0021,27,72804.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,36,9,Autumn,0,,1132.0,1132.0,10.0,690.0
2025-09-05,SKU0021,19,51233.12,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,36,9,Autumn,0,,1132.0,1132.0,10.0,690.0
2025-09-06,SKU0021,41,110555.68000000001,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,36,9,Autumn,0,,1132.0,1132.0,10.0,690.0
2025-09-07,SKU0021,50,134824.0,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,36,9,Autumn,0,,1132.0,1132.0,10.0,690.0
2025-09-08,SKU0021,38,102466.24,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,37,9,Autumn,0,,871.0,0.0,10.0,690.0
2025-09-09,SKU0021,27,72804.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,37,9,Autumn,0,,871.0,0.0,10.0,690.0
2025-09-10,SKU0021,22,59322.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,37,9,Autumn,0,,871.0,0.0,10.0,690.0
2025-09-11,SKU0021,31,83590.88,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,37,9,Autumn,0,,871.0,0.0,10.0,690.0
2025-09-12,SKU0021,34,91680.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,37,9,Autumn,0,,871.0,0.0,10.0,690.0
2025-09-13,SKU0021,34,91680.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,37,9,Autumn,0,,871.0,0.0,10.0,690.0
2025-09-14,SKU0021,46,124038.08,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,37,9,Autumn,0,,871.0,0.0,10.0,690.0
2025-09-15,SKU0021,26,70108.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,38,9,Autumn,0,,1535.0,939.0,10.0,690.0
2025-09-16,SKU0021,39,105162.72,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,38,9,Autumn,0,,1535.0,939.0,10.0,690.0
2025-09-17,SKU0021,27,72804.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,38,9,Autumn,0,,1535.0,939.0,10.0,690.0
2025-09-18,SKU0021,36,97073.28,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,38,9,Autumn,0,,1535.0,939.0,10.0,690.0
2025-09-19,SKU0021,28,75501.44,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,38,9,Autumn,0,,1535.0,939.0,10.0,690.0
2025-09-20,SKU0021,33,88983.84,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,38,9,Autumn,0,,1535.0,939.0,10.0,690.0
2025-09-21,SKU0021,40,107859.2,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,38,9,Autumn,0,,1535.0,939.0,10.0,690.0
2025-09-22,SKU0021,29,78197.92,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,39,9,Autumn,0,,1321.0,0.0,10.0,690.0
2025-09-23,SKU0021,33,88983.84,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,39,9,Autumn,0,,1321.0,0.0,10.0,690.0
2025-09-24,SKU0021,29,78197.92,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,39,9,Autumn,0,,1321.0,0.0,10.0,690.0
2025-09-25,SKU0021,26,70108.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,39,9,Autumn,0,,1321.0,0.0,10.0,690.0
2025-09-26,SKU0021,17,45840.16,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,39,9,Autumn,0,,1321.0,0.0,10.0,690.0
2025-09-27,SKU0021,47,126734.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,39,9,Autumn,0,,1321.0,0.0,10.0,690.0
2025-09-28,SKU0021,33,88983.84,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,39,9,Autumn,0,,1321.0,0.0,10.0,690.0
2025-09-29,SKU0021,22,59322.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,40,9,Autumn,0,,1089.0,0.0,10.0,690.0
2025-09-30,SKU0021,25,67412.0,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,40,9,Autumn,0,,1089.0,0.0,10.0,690.0
2025-10-01,SKU0021,25,67412.0,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,40,10,Autumn,0,,1089.0,0.0,10.0,690.0
2025-10-02,SKU0021,48,129431.04000000001,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,40,10,Autumn,1,,1089.0,0.0,10.0,690.0
2025-10-03,SKU0021,38,102466.24,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,40,10,Autumn,0,,1089.0,0.0,10.0,690.0
2025-10-04,SKU0021,39,105162.72,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,40,10,Autumn,0,,1089.0,0.0,10.0,690.0
2025-10-05,SKU0021,39,105162.72,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,40,10,Autumn,0,,1089.0,0.0,10.0,690.0
2025-10-06,SKU0021,16,43143.68,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,41,10,Autumn,0,,842.0,0.0,10.0,690.0
2025-10-07,SKU0021,26,70108.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,41,10,Autumn,0,,842.0,0.0,10.0,690.0
2025-10-08,SKU0021,59,159092.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,41,10,Autumn,0,,842.0,0.0,10.0,690.0
2025-10-09,SKU0021,22,59322.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,41,10,Autumn,0,,842.0,0.0,10.0,690.0
2025-10-10,SKU0021,45,121341.6,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,41,10,Autumn,0,,842.0,0.0,10.0,690.0
2025-10-11,SKU0021,27,72804.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,41,10,Autumn,0,,842.0,0.0,10.0,690.0
2025-10-12,SKU0021,44,118645.12,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,41,10,Autumn,0,,842.0,0.0,10.0,690.0
2025-10-13,SKU0021,27,72804.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,42,10,Autumn,0,,589.0,0.0,10.0,690.0
2025-10-14,SKU0021,32,86287.36,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,42,10,Autumn,0,,589.0,0.0,10.0,690.0
2025-10-15,SKU0021,35,94376.8,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,42,10,Autumn,0,,589.0,0.0,10.0,690.0
2025-10-16,SKU0021,45,121341.6,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,42,10,Autumn,0,,589.0,0.0,10.0,690.0
2025-10-17,SKU0021,27,72804.96,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,42,10,Autumn,0,,589.0,0.0,10.0,690.0
2025-10-18,SKU0021,44,118645.12,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,42,10,Autumn,0,,589.0,0.0,10.0,690.0
2025-10-19,SKU0021,34,91680.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,42,10,Autumn,0,,589.0,0.0,10.0,690.0
2025-10-20,SKU0021,53,112867.21,2129.57,1,Furniture,Seating,2024-09-03,1520.49,2696.48,43,10,Autumn,0,Festive Sale,366.0,911.0,10.0,690.0
2025-10-21,SKU0021,60,135112.19999999998,2251.87,1,Furniture,Seating,2024-09-03,1520.49,2696.48,43,10,Autumn,0,Festive Sale,366.0,911.0,10.0,690.0
2025-10-22,SKU0021,78,161215.08000000002,2066.86,1,Furniture,Seating,2024-09-03,1520.49,2696.48,43,10,Autumn,0,Festive Sale,366.0,911.0,10.0,690.0
2025-10-23,SKU0021,74,174003.6,2351.4,1,Furniture,Seating,2024-09-03,1520.49,2696.48,43,10,Autumn,0,Festive Sale,366.0,911.0,10.0,690.0
2025-10-24,SKU0021,60,144510.6,2408.51,1,Furniture,Seating,2024-09-03,1520.49,2696.48,43,10,Autumn,0,Festive Sale,366.0,911.0,10.0,690.0
2025-10-25,SKU0021,63,136461.78,2166.06,1,Furniture,Seating,2024-09-03,1520.49,2696.48,43,10,Autumn,0,Festive Sale,366.0,911.0,10.0,690.0
2025-10-26,SKU0021,49,101039.47000000002,2062.03,1,Furniture,Seating,2024-09-03,1520.49,2696.48,43,10,Autumn,0,Festive Sale,366.0,911.0,10.0,690.0
2025-10-27,SKU0021,60,129819.59999999999,2163.66,1,Furniture,Seating,2024-09-03,1520.49,2696.48,44,10,Autumn,0,Festive Sale,68.0,1196.0,10.0,690.0
2025-10-28,SKU0021,48,100252.79999999999,2088.6,1,Furniture,Seating,2024-09-03,1520.49,2696.48,44,10,Autumn,0,Festive Sale,68.0,1196.0,10.0,690.0
2025-10-29,SKU0021,59,140560.42,2382.38,1,Furniture,Seating,2024-09-03,1520.49,2696.48,44,10,Autumn,0,Festive Sale,68.0,1196.0,10.0,690.0
2025-10-30,SKU0021,40,107859.2,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,44,10,Autumn,0,,68.0,1196.0,10.0,690.0
2025-10-31,SKU0021,30,80894.4,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,44,10,Autumn,0,,68.0,1196.0,10.0,690.0
2025-11-01,SKU0021,49,132127.52,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,44,11,Autumn,0,,68.0,1196.0,10.0,690.0
2025-11-02,SKU0021,35,94376.8,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,44,11,Autumn,0,,68.0,1196.0,10.0,690.0
2025-11-03,SKU0021,46,124038.08,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,45,11,Autumn,0,,1152.0,1152.0,10.0,690.0
2025-11-04,SKU0021,40,107859.2,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,45,11,Autumn,0,,1152.0,1152.0,10.0,690.0
2025-11-05,SKU0021,34,91680.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,45,11,Autumn,0,,1152.0,1152.0,10.0,690.0
2025-11-06,SKU0021,25,67412.0,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,45,11,Autumn,0,,1152.0,1152.0,10.0,690.0
2025-11-07,SKU0021,41,110555.68000000001,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,45,11,Autumn,0,,1152.0,1152.0,10.0,690.0
2025-11-08,SKU0021,46,124038.08,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,45,11,Autumn,0,,1152.0,1152.0,10.0,690.0
2025-11-09,SKU0021,34,91680.32,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,45,11,Autumn,0,,1152.0,1152.0,10.0,690.0
2025-11-10,SKU0021,26,70108.48,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,46,11,Autumn,0,,812.0,0.0,10.0,690.0
2025-11-11,SKU0021,49,132127.52,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,46,11,Autumn,0,,812.0,0.0,10.0,690.0
2025-11-12,SKU0021,31,83590.88,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,46,11,Autumn,0,,812.0,0.0,10.0,690.0
2025-11-13,SKU0021,35,94376.8,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,46,11,Autumn,0,,812.0,0.0,10.0,690.0
2025-11-14,SKU0021,35,94376.8,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,46,11,Autumn,0,,812.0,0.0,10.0,690.0
2025-11-15,SKU0021,63,169878.24,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,46,11,Autumn,1,,812.0,0.0,10.0,690.0
2025-11-16,SKU0021,49,132127.52,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,46,11,Autumn,0,,812.0,0.0,10.0,690.0
2025-11-17,SKU0021,44,118645.12,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,47,11,Autumn,0,,518.0,1329.0,10.0,690.0
2025-11-18,SKU0021,46,124038.08,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,47,11,Autumn,0,,518.0,1329.0,10.0,690.0
2025-11-19,SKU0021,38,102466.24,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,47,11,Autumn,0,,518.0,1329.0,10.0,690.0
2025-11-20,SKU0021,39,105162.72,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,47,11,Autumn,0,,518.0,1329.0,10.0,690.0
2025-11-21,SKU0021,29,78197.92,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,47,11,Autumn,0,,518.0,1329.0,10.0,690.0
2025-11-22,SKU0021,46,124038.08,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,47,11,Autumn,0,,518.0,1329.0,10.0,690.0
2025-11-23,SKU0021,67,180664.16,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,47,11,Autumn,0,,518.0,1329.0,10.0,690.0
2025-11-24,SKU0021,40,107859.2,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,48,11,Autumn,0,,228.0,1057.0,10.0,690.0
2025-11-25,SKU0021,39,93042.69,2385.71,1,Furniture,Seating,2024-09-03,1520.49,2696.48,48,11,Autumn,0,Black Friday,228.0,1057.0,10.0,690.0
2025-11-26,SKU0021,112,259504.0,2317.0,1,Furniture,Seating,2024-09-03,1520.49,2696.48,48,11,Autumn,0,Black Friday,228.0,1057.0,10.0,690.0
2025-11-27,SKU0021,84,202530.72,2411.08,1,Furniture,Seating,2024-09-03,1520.49,2696.48,48,11,Autumn,0,Black Friday,228.0,1057.0,10.0,690.0
2025-11-28,SKU0021,67,161752.07,2414.21,1,Furniture,Seating,2024-09-03,1520.49,2696.48,48,11,Autumn,0,Black Friday,228.0,1057.0,10.0,690.0
2025-11-29,SKU0021,67,135585.89,2023.67,1,Furniture,Seating,2024-09-03,1520.49,2696.48,48,11,Autumn,0,Black Friday,228.0,1057.0,10.0,690.0
2025-11-30,SKU0021,103,233021.02000000002,2262.34,1,Furniture,Seating,2024-09-03,1520.49,2696.48,48,11,Autumn,0,Black Friday,228.0,1057.0,10.0,690.0
2025-12-01,SKU0021,47,126734.56,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,49,12,Winter,0,,0.0,1034.0,10.0,690.0
2025-12-02,SKU0021,43,115948.64,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,49,12,Winter,0,,0.0,1034.0,10.0,690.0
2025-12-03,SKU0021,48,129431.04000000001,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,49,12,Winter,0,,0.0,1034.0,10.0,690.0
2025-12-04,SKU0021,25,67412.0,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,49,12,Winter,0,,0.0,1034.0,10.0,690.0
2025-12-05,SKU0021,18,48536.64,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,49,12,Winter,0,,0.0,1034.0,10.0,690.0
2025-12-06,SKU0021,49,132127.52,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,49,12,Winter,0,,0.0,1034.0,10.0,690.0
2025-12-07,SKU0021,58,156395.84,2696.48,0,Furniture,Seating,2024-09-03,1520.49,2696.48,49,12,Winter,0,,0.0,1034.0,10.0,690.0
